Response ID,Country,City,Region,Home ZIP,Work ZIP,Are you a resident of a nearby neighborhood?,Do you own a business on Telegraph?,Do you work on or near Telegraph?,"Do you visit the stores, restaurants and bars, or use the services on Telegraph Avenue?",Do you commute via Telegraph Avenue?,How often do you visit or pass through Telegraph Avenue?,ModeRank1,ModeRank2,ModeRank3,ModeRank4,ModeRank5,ModeRank6,ModeRankNR,Rank of driving among modes of transport 1,Rank of AC Transit among modes of transport 1,Rank of BART among modes of transport 1,Rank of bicycle  among modes of transport 1,Rank of walking  among modes of transport 1,"Rank of ""other""  among modes of transport 1",What do you like best about Telegraph Avenue?,What do you wish were different about Telegraph Avenue?,Tgraph is good for pedestrians,Tgraph is good for bicyclists,Tgraph is good for motorists,Tgraph is good for transit riders,Do you feel that the existing configuration adequately balances the needs of all users (pedestrians/cyclists/motorists/transit riders)?,ImprRank1,ImprRank2,ImproRank3,ImprRank4,ImprRankNR,Rank driving should have in planned improvements 1,Rank public transit should have in planned improvements 1,Rank bicycling should have in planned improvements 1,Rank walking should have in planned improvements 1,Ideas to help motorists,Ideas to help transit riders,Ideas to help bicyclists,Ideas to help pedestrians,Comments on the draft vision statement,"What streets in Oakland, the Bay Area, or anywhere in the world do you wish Telegraph Avenue more closely resembled? What about those streets do you like? What aspects of those streets would you most like to see on Telegraph Avenue?",Is there anything we missed? Please share any additional comments you have about Telegraph Avenue.
996,United States,Berkeley,CA,94707,94702,No/blank,No/blank,No/blank,Yes,No/blank,A few times per month,ACT,Walking,Biking,Driving,,,BARTOther,4,1,,3,2,,The restaurants and shops.,"I wish it was more bike friendly, when I ride my bike to Oakland I try to avoid riding on Telegraph and weave through the neighborhoods between shattuck and telegraph because it feels unsafe to ride on telegraph.  I would ride my bike more often if it were safer to ride on Telegraph.",Strongly Agree,Strongly Disagree,No Opinion,Strongly Agree,No,,,,Biking,DrivingTransitWalking,,,4,,,,between Bancroft and 51st.,,,,
997,United States,Oakland,CA,94702,94612,Yes,No/blank,Yes,Yes,Yes,Daily,Biking,BART,ACTWalking,Driving,,,Other,4,3,2,1,3,,Downtown shops. Main artery.,"Smooth street, catering to bicycles and pedestrians. More greenery. Better lighting conditions.",Disagree,Strongly Disagree,No Opinion,No Opinion,No,Biking,Walking,Transit,Driving,,4,3,1,2,"Remove a lane and add parking in areas of restaurants, etc. Parking is greatly needed (i.e. Downtown, Temescal, Rockridge)",Better shelters and lighting conditions with realtime data for upcoming bus times.,Bicycle lanes with better lighting conditions (in general); traffic calming.,"Pedestrian greenery, favorable incentives for potential store owners/restaurants to continue positive growth along corridor. In general, better lighting conditions; traffic calming, especially near crossings.",,,
998,United States,Oakland,CA,94610,,No/blank,No/blank,No/blank,Yes,No/blank,A few times per month,Driving,BART,Walking,ACT,Other,Biking,,1,4,2,6,3,5,relatively easy way to get into Berkeley,"better transit service, more trees, more retail",Disagree,Agree,Agree,Disagree,No,Transit,Walking,Driving,Biking,,3,1,4,2,synchronized signals set for a safe speed,"Buses pre-empt the signals, remove 800 service to SF.  Inview of BART it's absurd, reroute the 1 and 1R to the Amtrak Station.  Run a San Pablo/International service",bicylists should not be crowded onto fast and busy streets,"bulbed curbs, amenities","It is NOT necessary to provide ""for all modes"" on every street.  Some streets (whether traffic is relatively light and leisurely) is suitable for bicycling.  And some streets aren't.  Adding bicycle lanes in inappropriate is making things signficantly more dangerous for both bicyclists and pedetrians.   A well run bus or rail line will attract many more users than a bicycle lane, especially a potentially unsafe bicycle lane.",Valencia Street in San Francisco.  (Except that foolish SF planning left Valencia without a bus line).  More retail; more pedestrian friendliness.,Planning for only the section between  20th and 57th is already wrong.  You need to look at the entire corridor....which extends from Sather Gate to Jack London Square and the Amtrak Station
999,United States,Chowchilla,CA,95121,,Yes,No/blank,No/blank,Yes,No/blank,A few times per week,Biking,Walking,,,,DrivingACTBART,Other,6,6,6,1,2,,The variety of businesses,The grunginess,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,,,,Walking,DrivingTransitBikingWalking,,,,,,,,,,,
1000,United States,Oakland,CA,94707,94612,No/blank,No/blank,Yes,Yes,Yes,Daily,Driving,,BART,,Walking,Biking,ACTOther,1,,3,6,5,,"The growth in activity, businesses & residents (all users) in the last 5 years.",The stretch of Telegraph btwn 20th & 57th could use repaving. The intersection of Shattuck & Telegraph should not have right turns allowed off Telegraph onto 45th. The new planting in this section is nice. Wish the residents would help maintain them and not destroy them.,No Opinion,Disagree,Agree,No Opinion,No,Driving,Transit,Biking,,,1,2,3,4,dedicated turn signals,Try other shuttles like the Broadway Shuttle.,"The bike lane on Shattuck is great.  Would like that on Telegraph, but doubt it will work for how much it is driven.",cobble stone paving at the 20th street intersection to slow down the cars and busses turning.,stop the rewrite and build it,Marin avenue in Berkeley's reduction to one lane with addition of bike lane was good for slowing traffic - but it is in a residential neighborhood.,The safety & cleaning ambassador's do a lot to make the public space more public.  keep funding that. First Friday's relocation farther South was good (Uptown's businesses are on a firm footing now).
1001,United States,Oakland,CA,94608,94080,Yes,No/blank,No/blank,Yes,Yes,Daily,Driving,Biking,Walking,,,,ACTBARTOther,1,,,2,3,,Ease of access to a multitude of neighborhoods,"Potholes! Lack of bike lanes, especially from West Mac and North where the street is more heavily trafficked. It's a busy street, crosswalks need to either have the over head flashing lights indicating pedestrians are in the walk, or the ones actually in the pavement perhaps?",Disagree,Disagree,Agree,No Opinion,No,Biking,Walking,DrivingTransit,,,3,3,1,2,"Cyclists need a specific lane or sharrowing. This goes for both cyclists and drivers, but the street is in poor repair overall and could use a refacing - if that's an option","Pedestrians crossing - especially at night - need means of being more visible, lit crosswalks, overhead flashing lights indicating a crosswalk are good for that. Re-paint crosswalks",,,,,
1002,United States,Oakland,CA,94608,,Yes,No/blank,No/blank,Yes,No/blank,Daily,Biking,,Driving,,BARTWalking,ACTOther,,3,6,5,1,5,6,"I enjoy the restaurants, businesses, and access to the freeway.",I wish their were bike lanes and more places to lock bikes.,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,No,TransitBikingWalking,,,Driving,,4,1,1,1,Get rid of Shattuck and Telegraph intersection. I can handle a 2 land and center lane setup.,,Bike lanes!!,Lighting!,,,
1003,United States,Oakland,CA,94610,94609,No/blank,Yes,No/blank,No/blank,No/blank,Daily,Biking,BARTWalking,,,,,DrivingACTOther,,,2,1,2,,"Excellent connectivity = great thru corridor, lively vibrant","bike lanes appear and disappear.  especially anywhere near caltrans right of way, when the bike infrastructure is possibly most needed.",Disagree,Disagree,Strongly Agree,No Opinion,No,TransitBikingWalking,,,Driving,,4,1,1,1,,better optimization of red-light timing for bus service.,continuity of bike infrastructure.  bike lanes peter out under all caltrans underpasses!,better traffic calming through dense commercial corridors such as 45th-52nd or downtown,,,
1004,United States,Pittsburg,CA,94531,94609,No/blank,No/blank,Yes,Yes,Yes,Daily,Driving,Walking,,,,,ACTBARTBikingOther,1,,,,2,,,,Disagree,Disagree,Agree,Agree,No,BikingWalking,,DrivingTransit,Walking,,3,3,1,1,,,,,,,
1005,United States,Berkeley,CA,94704,,Yes,No/blank,No/blank,Yes,No/blank,A few times per month,Other,Walking,BART,ACT,Driving,Biking,,5,4,3,6,2,1,,,No Opinion,Disagree,Agree,No Opinion,No,Biking,Driving,Transit,,,2,3,1,4,,,,,,,
1006,United States,Oakland,CA,94618,94103,Yes,No/blank,No/blank,No/blank,Yes,Daily,Biking,Walking,BART,Driving,ACT,,Other,4,5,3,1,2,,"There are great shops, places to eat, and it's a straight shot from downtown Oakland to home (I live right off Telegraph.) If I'm in a rush to get to BART, I'll ride on Telegraph instead of Shafter/Webster, since it's much faster. I also really like","The pavement of the road could improve a lot, and there isn't a clearly-demarcated part for cycling. Traffic could be a bit calmer, and there are a couple of places where pedestrian crossings seem a bit dangerous. It would be nice if the sidewalks were wider and if there were more street trees.",Disagree,Disagree,Strongly Agree,Agree,No,Biking,Walking,Transit,Driving,,4,3,1,2,,"Bus stops should be more clearly marked, and a couple of covered stops would be nice.","Bicycle lanes, a box for cyclists to be the first to take off at the corners of 51st, 40th, and MacArthur, and marked lanes for cyclists to continue straight when cars are making a right would be a lot safer.","Bulb outs on a few corners would help pedestrians to cross Telegraph, and the corners where you press for the light to change could/should be more responsive to both pedestrians and cyclists. Wider sidewalks and street furniture at bulb-outs (with maybe some parklets) would be amazing. The area of the Duboce Triangle in SF has some great bulb-outs/street furniture and should be taken as a model for traffic calming and pedestrian safety.","I agree with this vision and think that calming automobile traffic (while still safely allowing for it) would greatly improve the pedestrian, cyclist, and transit-rider experience. Remember that we are all pedestrians first.","Santa Monica Boulevard has had a fantastic transformation that's made it friendlier to people. Again: the Duboce Triangle is great.   I'd like to see street trees, traffic calming, pedestrian enhancements with wider sidewalks and street furniture, and parklets.","I like Telegraph and want to see it denser with people, trees, and street life."
1007,United States,Oakland,CA,94609,,Yes,No/blank,No/blank,No/blank,Yes,Daily,DrivingWalking,Biking,BART,,,ACT,Other,1,6,3,2,1,,It's flat and the bike lane is clearly marked and spacious!,"I'd love to see the bike lane on the inside (closest to the sidewalk) of parked cars, like they often do in European countries- especially Amsterdam. That- or have well colored, and possibly slightly raised bike paths",Disagree,Disagree,Agree,No Opinion,No,BikingWalking,Transit,,Driving,,4,2,1,1,The pedestrian walk ways are somewhat helpful for pedestrians- but really dangerous for both pedestrians and motorists- because you can barely see pedestrians as they're crossing- especially at night.,Don't take the bus enough to respond,"As noted above- would love to see bike lanes on the side closest to sidewalks, with parked cars on the left side, so as to protect (or give the feeling of protection) cyclists from possible motorist accidents.",The crosswalks should be lit up when a pedestrian crosses - It would also be nice to have more parking islands with planters so as to create a friendlier walking corridor.  That and more trees!,Sounds fine.,"Again- I mention Amsterdam- because they truly accommodate for bicyclists.  And so much of this is about the clarity of the bike lanes themselves.  If lanes were painted an easy to see color (like the green lanes along 40th) and designed to lay on the right side of the parked cars, rather than the left side- more people would feel safe riding their bikes!  This is crucial. Also- more places to lock up bikes would be great too.",Thanks for doing this!
1008,United States,Dublin,CA,,,No/blank,No/blank,No/blank,No/blank,No/blank,,,,,,,,DrivingACTBARTBikingWalkingOther,,,,,,,,,,,,,,,,,,DrivingTransitBikingWalking,,,,,,,,,,,
1009,United States,Oakland,CA,94611,94720,Yes,No/blank,Yes,Yes,Yes,Daily,Driving,Biking,BART,ACT,Walking,Other,,1,4,3,2,5,6,,"Wish it were slightly wider southbound, south of the the 51st cross street.",Agree,Disagree,Agree,No Opinion,No,Biking,,,,DrivingTransitWalking,,,1,,,,,,,"Streets in Amsterdam, Netherlands--separate lanes for bikes!",
1010,United States,Berkeley,CA,94708,94)09,No/blank,Yes,Yes,Yes,Yes,Daily,Driving,,,,Walking,ACTBARTBikingOther,,1,6,6,6,5,6,The People  the stores the vib,Yes less corridor  traffic and more and safer cross walks and a local public parking structure,Strongly Disagree,Disagree,No Opinion,Agree,No,DrivingBikingWalking,,,,Transit,1,,1,1,Parking,Double busses are a joke,Safety nike racks,Better more cross walks,Past plans not practical,"College ave, amsterdam  free bikes. Places to sit and trst","The avenue is treated like a conduit to highway 24 and contra costa county.,bad air, pit this traffic on broadway as it does not have small shops, just car dealerships and medical institutions"
1011,United States,Oakland,CA,94609,94612,Yes,No/blank,Yes,Yes,Yes,Daily,Biking,Walking,,,Driving,BART,ACTOther,5,,6,1,2,,"semi-timed lights, convenience",THE PAVEMENT!!!  Lack of bike lane very dark under the highway,Strongly Disagree,Strongly Disagree,Agree,No Opinion,No,Biking,Transit,,DrivingWalking,Walking,4,2,1,,better street lights,United States,Pavement reapair there are giant holes in the street! Also bike lane or some sort of bike awarness. there are a LOT of bikes on telegraph increased lighting,"Flashing cross walk lights for non stop light corssings, better lighting especially under the highway","your ""vision"" has no actual content value. It would be helpful if there were some sort of proposal in your vision and not just a bunch of words directed at the inclusion of all stake holders.",Columbus avenue in Manhattan. it is unbelievable to me that NYC is better able to serve cyclists and pedestrians that anywhere in California. really people get it together!!!,
1012,United States,Oakland,CA,94612,94105,No/blank,No/blank,No/blank,Yes,No/blank,A few times per week,BART,Walking,Driving,ACT,Other,Biking,,3,4,1,6,2,5,"restaurants, Uptown",Continuity of shopping locations. There seems to be a lot of prime retail real estate which is unoccupied or not maximized.,Agree,Disagree,No Opinion,Agree,No,Biking,Driving,Transit,,,2,3,1,4,,,,,,"Camden High Street, London",Rental bikes?
1013,United States,Oakland,CA,94612,94105,No/blank,No/blank,No/blank,Yes,No/blank,A few times per week,,Driving,BikingWalking,,,ACTBARTOther,,2,6,6,3,3,6,"stores, shops, variety",better bike lanes,Disagree,Disagree,Agree,Agree,No,Biking,TransitWalking,,,Driving,,2,1,2,,"better bus stop amenities, more  frequent service","well marked bike lanes, turning lanes","more lighting, more visible cross walks",,"Noe Street in San Francisco   planters, benches, street at a human scale",
1014,United States,Berkeley,CA,94710,94720,No/blank,No/blank,No/blank,No/blank,No/blank,,,,,,,,DrivingACTBARTBikingWalkingOther,,,,,,,,,,,,,,,,,,DrivingTransitBikingWalking,,,,,,,,,,,
1015,United States,Berkeley,CA,94710,94720,No/blank,No/blank,Yes,No/blank,No/blank,A few times per month,,DrivingBiking,Walking,,BART,ACT,Other,2,6,5,2,3,,"interesting, funky, active, lively, full of people . . .","cleaner, less street people, less chain businesses . . .",Disagree,Strongly Disagree,Agree,No Opinion,No,BikingWalking,,Transit,Driving,,4,3,1,1,,,,,,"Esplanade in Helsinki, Finland: tree-lined street with area for hanging out, sitting . . .",
1016,United States,Oakland,CA,94608,94111,Yes,No/blank,No/blank,Yes,No/blank,Daily,BARTBiking,Walking,,,,Driving,ACTOther,6,,1,1,2,,"i love the ethiopian restaurants, wine bar, and thrift stores.","I miss the dry cleaners and wish there were a few more affordable dining establishments that were open for dinner.  Also, we live in Santa Fe, and it seems not conducive to walk over there.",Disagree,Disagree,Agree,Disagree,No,BikingWalking,DrivingTransit,,,,2,2,1,1,,,,,pedestrian friendly always improves business,"i can't think of the name, but i think telegraph could do with more outdoor public seating, and a more walk friendly environment",
1017,United States,Oakland,CA,94609,94103,Yes,No/blank,No/blank,No/blank,No/blank,Daily,,Driving,ACT,,Biking,BARTWalking,Other,2,3,6,5,6,,Lots of shops,less traffic. should be more walkable.,Strongly Disagree,Strongly Disagree,No Opinion,No Opinion,No,TransitBikingWalking,,,DrivingWalking,,4,1,1,1,,more transit,park cars between cyclists and moving traffic,"More cross walks,",,"9th Street, The Sunset District, San Francisco.  Active street life, public transport integrated with street life (buses, trains),   Lots of restaurants and shops.",
1018,United States,Oakland,CA,94608,94112,Yes,No/blank,No/blank,Yes,No/blank,A few times per week,Driving,,,BARTBikingWalking,,ACT,Other,1,6,4,4,4,,"wonderful small locally owned businesses that I want to support---feels like a real neighborhood, great at night to stroll, eat there",,Strongly Agree,Strongly Agree,Strongly Agree,No Opinion,No,,,DrivingTransitBiking,,,3,3,3,4,,,,,"the underpass on 45th street bet. West and Telegraph feels desolate, dirty, dangerous area---it would be grat to do a large mural there---a mosaic mural would be amazing---see u-tube of mosaic mural done in Chile--in the city next to Santiago---like Oakland to Sf---the mosaic done there has transformed the city----it would be amazing to do a mosiac on 45th that enlivened and created beauty there!!!","more areas of plants---little garden plots along telegraph---maybe of Cailfornia native plants (little water needed), I would love to see more public art there---again like Valparioso, Chile----this area could be transformed by more public art and gardens!!!",
1019,United States,Oakland,CA,94609,94609,Yes,No/blank,No/blank,Yes,No/blank,A few times per week,Driving,Walking,,BART,,ACTBiking,Other,1,6,4,6,2,,Variety of shops and businesses.,"Greater safety for pedestrians CROSSING Telegraph. Better paving, especially from 45th to 51st St.",Disagree,Strongly Disagree,Agree,No Opinion,No,DrivingTransitWalking,,,Biking,,1,1,4,1,"Better paving, striping,rumble strips 49th to 51st",,Discourage bicyclists from this corridor.  Encourage cyclists to use Webster/Shafter streets.,"Islands for crossing, rumble strips @ 48th-51St. area to slow/stop cars at intersection near entrance to Walgreen's Center.",Telegraph is too dangerous for bicyclists with its high auto density and prime access to 2 freeways.  Bicyclists should be strongly encouraged to use Webster and Shafter Streets instead.,,
1020,United States,Oakland,CA,94610,94704,Yes,No/blank,Yes,No/blank,Yes,A few times per week,Driving,,,,,,ACTBARTBikingWalkingOther,1,,,,,,"Up and coming restaurants, diversity of shops, cafes with outdoor seating",Too many un-coordinated stoplights.  Buses that block traffic. Difficulty parking in the evenings.,Strongly Agree,No Opinion,Agree,No Opinion,Yes,Driving,Transit,,,BikingWalking,1,2,,,parking in the evening - enlist closed businesses to allow use of their lots!  Coordinate lights for smoothness of traffic & decreased starts/stops that produce pollution & opportunities for accidents.,,,,speeding and crossings are not an issue.  Oakland lacks good traffic corridors.  Don't ruin another one.,,
1021,United States,Oakland,CA,94618,94111,Yes,No/blank,No/blank,Yes,No/blank,A few times per week,Driving,ACT,BART,,,,BikingWalkingOther,1,2,3,,,,Restaurants and bars,Bike lane,Agree,Strongly Disagree,Agree,No Opinion,No,Biking,Walking,Transit,Driving,,4,3,1,2,,,Needs a bike lane,More lighting,,,
1022,United States,Oakland,CA,95610,94609,No/blank,Yes,No/blank,No/blank,No/blank,Daily,Driving,,,,,,ACTBARTBikingWalkingOther,1,,,,,,central. restaurants. freeway access.,more police presense.,Agree,Agree,Agree,Agree,Yes,,Biking,Transit,,DrivingWalking,,3,2,,,,,,,,
1023,United States,Greenbrae,CA,94607,,Yes,No/blank,No/blank,Yes,Yes,A few times per week,BARTBikingWalking,Driving,,,,ACT,Other,2,6,1,1,1,,"friends live that way, good access to berk","nicer roads some how divided from cars and cardoors,",No Opinion,Strongly Disagree,Agree,No Opinion,No,BikingWalking,Transit,,Driving,,4,2,1,1,,United States,west grand and telegraph needs to be safer for bicyclist,,,COPENHAGEN DENMARK!!!!!!!!!!  raised curbs for bicyclists only! bicyclists lights!,don't forget about west grand.
1024,United States,Oakland,CA,94609,94501,Yes,No/blank,No/blank,Yes,Yes,Daily,Biking,Walking,ACT,BART,Driving,Other,,5,3,4,1,2,6,"It goes where I need to go.  I live right off of it.  I am less likely to get pulled off of my bike/attacked on Telegraph than any of the more bike friendly streets on the other side of the freeway.  I'm not joking.    However, above 51st, it is very nice.  Well paved and ample space.","The pavement were better (especially between 45th and 51st - it is AWFUL there).  I would love a bike lane, too.",Agree,Strongly Disagree,Agree,No Opinion,No,Biking,Transit,Walking,Driving,,4,2,1,3,,More bus stops with nextbus would be nice.,"So much of it needs to be repaved (45th to 51st in both directions is a nightmare.  Seriously dangerous.)  The bus stop areas are real bad, especially around 25th to West Grand heading downtown.  Bike lanes would be really, really nice as well.",,,"I wish Telegraph was more like any street with better pavement and a bike lane.  West Street is pretty nice, as is Shattuck now that it's been bike laned.  A way to give cyclists a safe space to ride without being in the ""door zone"" is something that has to happen.  I take the lane as needed on Telegraph (I consider myself to be a confident cyclist) but drivers don't take kindly to it too often.",
1025,United States,Emeryville,CA,94609,94025,Yes,No/blank,No/blank,Yes,No/blank,A few times per week,Driving,,Walking,Biking,BART,ACT,Other,1,6,5,4,3,,pizzaiolo,more pedestrian/not on a busy road,Strongly Disagree,Disagree,Agree,No Opinion,No,DrivingWalking,Biking,Transit,,,1,3,2,1,more businesses on MPK,more businesses,MPK,more businesses,gotta use mpk for traffic and/or pedestrian/business needs,"A place with the energy of restaurants and bars, social gathering places, wider sidewalks better lighting",
1026,United States,,,94705,94612,No/blank,Yes,Yes,Yes,Yes,Daily,Driving,Walking,BART,,ACT,Biking,Other,1,5,3,6,2,,"Architecture of the older buildings, emerging restaurant and bar scene, pedestrian scale","Fewer vacant storefronts, higher quality retail, less garbage on the street, also would like to see more high-rise residential in the area between 20th Street and 580.",Agree,Agree,Agree,Agree,Yes,Walking,Driving,Transit,Biking,,2,3,4,1,Timing of the lights at 17th and Broadway leads to cars stuck in the box on Telegraph,I never see buses on my part of Telegraph (1600 block),The bike traffic is pretty light (1600 block).,"The sidewalks are in terrible condition.  Also, the paved median area on the 1600 block is being used as a parking zone for delivery vehicles (since the lanes were reduced from four to two at Latham Square)","Please extend to Broadway (e.g., the beginning of the street) instead of stopping at 20th Street.","Van Ness Avenue in San Francisco--""elegant density"" of 8-10 story buildings",Thanks for asking!
1027,United States,Richmond,CA,94702,n/a,No/blank,No/blank,No/blank,Yes,No/blank,Rarely,Biking,Walking,BART,Driving,ACT,Other,,4,5,3,1,2,6,"It's OK, but not great to bike.",BUS RAPID TRANSIT!,Disagree,Disagree,No Opinion,No Opinion,No,Walking,Biking,Transit,Driving,,4,3,2,1,,,,,,,
1028,United States,San Leandro,CA,94577,94709,No/blank,No/blank,Yes,Yes,Yes,A few times per week,ACT,BART,Driving,,,,BikingWalkingOther,3,1,2,,,,I like the variety of places to shop,The speed limit is waaaaaaay too low and there are waaaaaay too many intersections without left-turn lights.,Agree,Agree,Strongly Disagree,Strongly Disagree,No,Transit,Driving,Walking,Biking,,2,1,4,3,Speed limits are ridiculous. The posted limits have NOTHING to do with easing the flow of traffic. The only solution is to RAISE the speed-limit and restrict access to/from the avenue's side streets. We cannot have it both ways: either Telegraph Avenue is a major transportation corridor or it is a provincial disaster. I vote for making it a viable high-speed transportation corridor!,"buses do not run often enough, and their schedules are completely unreliable. BRT now!",Bicyclists should be provided alternate/parallel roads. The Telegraph corridor is too congested to support bicycles at all!,The only solution here is the one thing that nobody seems to be willing to do in California: RESTRICT PEDESTRIAN ACCESS. BUILD PEDESTRIAN OVERCROSSINGS. AND ENFORCE THE LAW: assign community police officers to TICKET PEDESTRIANS WHO BREAK THE RULES.,"You have already failed with this statement. SPEEDING IS A SYMPTOM OF A BIGGER PROBLEM. Simply ""slowing down the flow of traffic"" does NOT solve anything for anyone. It creates more road-rage and actually makes the roadway MORE dangerous for everyone. The solution is to restrict access from the side-streets and RAISE the speed-limit, plus re-time the stoplights to keep traffic flowing. The Bay Area makes this mistake over and over again: the solution to gridlock is to improve traffic flow. NOT to stop it. Say what you want about suburban Los Angeles, but they do it right there.","I wish that Telegraph Avenue was more like some of the major thoroughfares in the San Fernando Valley in Los Angeles. You can actually USE those streets to get places smoothly and quickly. As it is now, Telegraph Avenue is a joke. It's a patchwork quilt of poorly functioning infrastructural mistakes. The only solution is to STOP this ""nimby""-type thinking. Make it difficult to get OFF Telegraph Avenue into the neighborhoods around the avenue, and make it IMPOSSIBLE to cross Telegraph except at large cross-streets. There is no other viable solution that will make traffic flow more smoothly -- including public transit. I have taken the AC Transit 1-bus during BART strikes, all the way from San Leandro to Berkeley. One day it took 55 minutes, and the next day it took 1 HOUR AND 35 MINUTES. This is ridiculous. It's another example of how the Bay Area's infrastructure is trying to be both ""California-fast"" and small-town provincial and ending up just being the laughing-stock of urban America. PLEASE try to actually FIX it rather than replicating what the city of San Leandro is doing near the San Leandro BART station (""beautifying"" San Leandro Boulevard by REDUCING traffic capacity and creating gridlock where there never had been any before).",
1029,United States,Berkeley,CA,94703,94612,No/blank,No/blank,Yes,Yes,No/blank,A few times per month,Walking,Driving,BART,,,ACTBiking,Other,2,6,3,6,1,,People out and about during the day--walking & biking. I also love the archtectural scale of Telegraph and the gems like the Fox and Flora.,"More street level businesses, safely walkable crossings and plazas. I would love some of the inventive new food trucks at meal time times.",Disagree,No Opinion,Agree,Agree,No,Transit,Walking,Biking,Driving,,4,1,3,2,,,,,,,
1030,United States,Oakland,CA,94607,94612,No/blank,No/blank,Yes,Yes,No/blank,A few times per week,BART,Walking,Driving,Biking,ACT,Other,,3,5,1,4,2,6,Good human scale and availability of walkable restaurants/bars/etc.,I wish there was an express bus lane and better space for bikes.,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,No,Driving,Walking,Biking,Transit,,1,4,3,2,Re-signal intersection of Claremont/52nd and Telegraph--or rebuild sensor at 52nd going into Telegraph; cars there don't necessarily trigger the light.,Dedicated bus lanes for express bus service (I know Berkeley killed it before).,Bicycle lanes or signage in downtown & uptown; increased bike parking.,Bulbouts in above Grand and in Temescal. Improve lighting immediately above Grand..,"Please incorporate green streets into this complete streets statement. MCC is working to revise federal grant criteria to include green streets requirements, which are also a requirement of the City's NPDES municipal stormwater permit (and likely to become more stringent with that permit's reissuance in the next year or so). The City can look to the San Pablo Ave. Green Spine for local examples of what to do--and incorporate them into improvements such as pedestrian bulbouts.",Telegraph Ave. is fine looking as it does! It would be great if the City wanted to establish a particular look for it--a certain style of bulb-out or lighting standard--but it doesn't need to emulate another place.,"Telegraph Ave. above Grand feels dark for pedestrians. There has been a past tendency to use tall cobra lights to get the whole street--it would be nicer, over time, to get that light closer to the sidewalk"
1031,United States,Berkeley,CA,94610,94720,No/blank,No/blank,Yes,No/blank,No/blank,Daily,Biking,,,,,,DrivingACTBARTWalkingOther,,,,1,,,4 lanes but I'm on my bike for about 4-5 blocks to get to bus #57 @night on work days.,It needs a bike lane since Oakland is #7 in the USA for biking to work.,,,Strongly Agree,,No,Biking,,,,DrivingTransitWalking,,,1,,ok,more digital arrival time for buses @bus stops for 40th & Telegraph & at MacArthur Bart Station,bike lane from 40 to 51st.,ok,more bike lanes and more flower pots.,Victoria - more flowers - on the sidewalk and lamp posts,Hanging flower pots from lamp posts similar to downtown Oakland and downtown Bkly.
1032,United States,Berkeley,CA,94703,,No/blank,No/blank,No/blank,Yes,No/blank,A few times per month,ACT,Walking,DrivingBiking,,BART,,Other,3,1,5,3,2,,"A whole bunch of different sections, history,","more walkable neighborhood sections, parklets",Disagree,Strongly Disagree,Agree,Disagree,No,Driving,Walking,,TransitBiking,,1,4,4,2,parking in Temescal,connection to other areas,CONTINUOUS BIKE LINES south of Alcatraz - feels very dangerous btw. alcatraz and claremont,,,,
1033,United States,Oakland,CA,94607,94704,Yes,No/blank,No/blank,Yes,No/blank,A few times per week,Biking,Walking,BART,,,,DrivingACTOther,,,3,1,2,,The route is easy access to Berkeley.,Some of the businesses are not clean looking and the streets are filthy. Some of the merchants need to simplify their appearance by removing dated flyers and poster ads from windows. Clean those windows.,Strongly Disagree,Disagree,Agree,Agree,Yes,Transit,Biking,Walking,Driving,,4,1,2,3,Where Shattuck merges with Telegraph is kind of dicey.,Public transit is adequate.,We need bicycle lanes to be green.,Pedestrians are usually transit riders. Busy intersections are unsafe.,,"College Avenue has the retail appearance I like most. Telegraph would better in that it has double lanes. Bicyclists easily get ""doored"" on College Ave. The Walgreens in Temescal is an eyesore. I'm not against W, but the Temescal location is a mistake.","I like murals, but I don't like graffiti. It can destroy the neighborhood ambiance. There seems to be an epidemic."
1034,United States,Berkeley,CA,94611,94720,Yes,No/blank,No/blank,No/blank,No/blank,A few times per week,Driving,BARTBiking,ACTWalking,,,,Other,1,3,2,2,3,,Connects berkeley & Oakland,"Buses too slow, want bus rapid transit",Agree,Agree,Agree,Strongly Disagree,No,Transit,Biking,Walking,Driving,,4,1,2,3,,"Unreliable service along all of telegraph and bike racks full, must wait for next bus - 20 minutes or more","Separate lane for bikes, especially near fwy on and off ramps",More prominent cross walks,"Please please remove parking and put in bus only lanes. I would take the 1/1R if it came more frequently, had more bike racks and didn't get stuck in traffic",Avenida insurgentes in Mexico City has two center lanes for rapid buses. Platform is raised to meet bus and commercial centers off stops. Feels more like subway than bus due to frequent arrivals and large sheltered stations.,
1035,United States,Berkeley,CA,94610,94720,No/blank,No/blank,Yes,No/blank,Yes,Daily,Biking,,,,,Driving,ACTBARTWalkingOther,6,,,1,,,It has a bike lane,I wish the bike lane didn't have so much debris in it.  I also wish that the pavement was smoother.,No Opinion,Disagree,No Opinion,No Opinion,No,,,,,DrivingTransitBikingWalking,,,,,,United States,all of telegraph,,,"smooth pavement, clear signage about bikes, better lighting and timing of traffic lights",
